cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
4660	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
2913	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	6-aminopurines	6-aminopurines
33949	Organoheterocyclic compounds	Azoles	Thiazoles	unclassified	Thiazoles
86639	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
265331	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
74489	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
185420	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
159982	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
77669	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Carboxylic acid amides
42071	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
199323	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Halopyrimidines	Halopyrimidines
4833	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
60921	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Bromobenzenes	Bromobenzenes
39612	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
29682	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
6267	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
23360	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
20095	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
11256	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
11712	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
124902	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
2398	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
45057	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
11565	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glycosides
174385	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
121071	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
6231	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
18797	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
99086	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
18155	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
3795	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	Nitroaromatic compounds
164501	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
202	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
46754	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	Nitroaromatic compounds
2124	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
125550	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
174416	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Halopyrimidines	Halopyrimidines
78206	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	Nitroaromatic compounds
49069	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
205344	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
7879	Organosulfur compounds	Sulfenyl compounds	unclassified	unclassified	Sulfenyl compounds
25443	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
26184	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
88577	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
103415	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
23401	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
54564	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
193451	Benzenoids	Anthracenes	unclassified	unclassified	Anthracenes
228822	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
43039	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
200005	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
123003	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
73339	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
68190	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
3203	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
69955	unclassified	unclassified	unclassified	unclassified	unclassified
162144	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
18212	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
129271	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
4579	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
277081	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
173888	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
71252	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
219303	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
12297	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
35255	Lipids and lipid-like molecules	Glycerophospholipids	unclassified	unclassified	Glycerophospholipids
66851	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
3573	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
18472	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Gamma-glutamyl peptides
6901	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
1936	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
83	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	Nitroaromatic compounds
72262	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Bromobenzenes	Bromobenzenes
53968	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
103815	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
139965	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
133314	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
137895	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
35082	Organoheterocyclic compounds	Diazanaphthalenes	Benzodiazines	unclassified	Benzodiazines
11204	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
98177	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
82132	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
80973	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
103934	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
174371	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	unclassified	1-benzopyrans
101473	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
68883	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
16828	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
103853	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
26037	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
100746	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
11123	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
18530	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
11187	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
144433	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
280659	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
210237	Organohalogen compounds	Alkyl halides	Alkyl chlorides	unclassified	Alkyl chlorides
78039	Organic acids and derivatives	Boronic acid derivatives	unclassified	unclassified	Boronic acid derivatives
45138	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
218876	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Halopyrimidines	Halopyrimidines
103803	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
3877	Organoheterocyclic compounds	Azoles	Thiazoles	unclassified	Thiazoles
179870	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
241582	Phenylpropanoids and polyketides	Coumarins and derivatives	Furanocoumarins	Linear furanocoumarins	Psoralens
104358	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
51665	Organic acids and derivatives	Boronic acid derivatives	unclassified	unclassified	Boronic acid derivatives
205610	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
83741	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	unclassified	Guanidines
2869	Lipids and lipid-like molecules	Sphingolipids	unclassified	unclassified	Sphingolipids
33658	Benzenoids	Phenanthrenes and derivatives	unclassified	unclassified	Phenanthrenes and derivatives
126453	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
77548	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	unclassified	Carbonyl compounds
18345	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
60778	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
13335	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
7772	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
6521	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
12852	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
75287	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
102872	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	unclassified	Purines and purine derivatives
199269	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
121716	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
13255	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	Organosulfonamides	Organosulfonamides
5829	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
3224	unclassified	unclassified	unclassified	unclassified	unclassified
33499	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
104417	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
19482	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
298255	Organohalogen compounds	Aryl halides	Aryl bromides	unclassified	Aryl bromides
233267	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
170002	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
46007	Organic nitrogen compounds	Organonitrogen compounds	Amines	Primary amines	Monoalkylamines
167603	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
71961	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
99639	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
199012	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
56755	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
216640	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
48163	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
40620	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
104167	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
24184	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
14111	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
25867	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
139152	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	unclassified	Pyrimidines and pyrimidine derivatives
236430	unclassified	unclassified	unclassified	unclassified	unclassified
167167	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
280549	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
6940	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Carboxylic acid amides
254115	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
45096	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
187770	Organoheterocyclic compounds	Isoindoles and derivatives	Isoindoles	unclassified	Isoindoles
190166	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	3-alkylindoles
77679	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
107622	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
214255	Organic nitrogen compounds	Organonitrogen compounds	Amines	Secondary amines	Dialkylamines
59574	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
36259	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
2435	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
9348	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
10328	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
80903	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
28715	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
26896	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
140525	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
2050	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
94821	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
118040	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alanine and derivatives
108162	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
146747	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
241349	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
113702	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
12501	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
240230	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
23862	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
5712	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
16775	Organoheterocyclic compounds	Azoles	Imidazoles	Substituted imidazoles	Substituted imidazoles
216587	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
159789	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
33683	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
195998	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
12922	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
39215	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	unclassified	Guanidines
16366	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
132275	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
277715	Benzenoids	Benzene and substituted derivatives	N-phenylureas	unclassified	N-phenylureas
2295	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
23313	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
106095	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
176003	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
54522	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
18072	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
156934	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
103864	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
24995	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
7015	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
227569	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
28117	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
113484	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
128435	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
42085	Organic acids and derivatives	Organic sulfonic acids and derivatives	Sulfonic acid esters	unclassified	Sulfonic acid esters
24012	Organosulfur compounds	Sulfonyls	unclassified	unclassified	Sulfonyls
125557	Benzenoids	Benzene and substituted derivatives	Halobenzenes	unclassified	Halobenzenes
18125	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
147330	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
146186	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminosaccharides	Aminocyclitol glycosides
9275	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Trialkylamines
14072	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
58343	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
185240	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
18407	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
18548	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
19005	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
41818	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
49750	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
28638	Phenylpropanoids and polyketides	Coumarins and derivatives	unclassified	unclassified	Coumarins and derivatives
18079	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
65282	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
94109	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
9314	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Dichlorobenzenes
39472	Organic nitrogen compounds	Organonitrogen compounds	Amines	Alkanolamines	1,2-aminoalcohols
228792	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
38008	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
117274	unclassified	unclassified	unclassified	unclassified	unclassified
69925	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
70980	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal glycosides	unclassified	Steroidal glycosides
2563	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
77694	Alkaloids and derivatives	unclassified	unclassified	unclassified	Alkaloids and derivatives
287198	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
152226	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
84358	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
24259	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
10613	Organic acids and derivatives	Organic sulfuric acids and derivatives	unclassified	unclassified	Organic sulfuric acids and derivatives
233601	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
2352	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
83525	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
179387	Lipids and lipid-like molecules	Sphingolipids	unclassified	unclassified	Sphingolipids
134084	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
25581	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
72253	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
53304	Organic nitrogen compounds	Organonitrogen compounds	Amines	Alkanolamines	1,2-aminoalcohols
11407	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
62473	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
138161	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
138506	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
22092	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
228290	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
12457	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
27629	Organoheterocyclic compounds	Azoles	Thiazoles	Thiazolecarboxylic acids and derivatives	Thiazolecarboxylic acids and derivatives
175747	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
18588	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
2075	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Tertiary alkylarylamines
64705	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
38540	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
37265	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
11632	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
92684	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
152738	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
4376	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
72453	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
18160	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
5820	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
